trialnumber,blocknumber,trialtype,condition,RDK2display,cue,freq_attended,cue_onset_fr,cue_onset_t_est,cue_onset_t_meas,precue_frames,precue_times,postcue_frames,postcue_times,retention_frames,retention_times,eventtype,eventRDK,eventfreq,precue_eventnum,precue_eventid,precue_eventtype,precue_event_onset_fr,precue_event_onset_t_est,triggernum_cue,triggernum_retent,triggernum_event,event_response_type,event_response_RT,precue_event_response_type,precue_event_response_RT,triggernum_precue_event,participant,relevantcol,con1label,con2label,con3label
155,6,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,40,41,45,hit,951.426696777344,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
156,6,1,5,[1 4],1,23,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,560.093879699707,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
157,6,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,4,26,1,2,2,144,0.3,20,21,26,hit,606.228065490723,hit,569.259119033813,82,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
158,6,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,2,4,26,1,3,1,192,0.4,60,61,66,hit,483.60595703125,hit,600.748634338379,81,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
159,6,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,837.860918045044,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
160,6,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,675.772762298584,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
161,6,1,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,26,1,2,2,336,0.7,20,21,25,hit,624.72128868103,hit,448.716449737549,82,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
162,6,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,2,4,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,1025.52247047424,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
163,6,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,error,1382.89513587952,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
164,6,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,626.603507995605,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
165,6,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,700.971508026123,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
166,6,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,4,26,1,3,1,288,0.6,20,21,26,hit,578.603935241699,hit,611.674451828003,81,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
167,6,1,5,[1 4],1,23,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,550.039672851562,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
168,6,2,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,624,1.3,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,535.003614425659,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
169,6,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,2,4,26,0,NaN,NaN,NaN,NaN,60,61,66,hit,650.06103515625,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
170,6,1,6,[1 4],2,20,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,4,26,0,NaN,NaN,NaN,NaN,60,61,65,hit,548.737907409668,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
171,6,1,6,[1 4],2,20,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,1,4,26,1,1,1,432,0.9,60,61,65,hit,452.798318862915,hit,593.809461593628,81,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
172,6,2,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,624,1.3,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,887.282848358154,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
173,6,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,4,26,0,NaN,NaN,NaN,NaN,60,61,65,hit,439.588785171509,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
174,6,1,3,[1 2 4 5],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,miss,NaN,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
175,6,1,5,[1 4],1,23,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,500.246620178223,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
176,6,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,580.742597579956,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
177,6,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,26,0,NaN,NaN,NaN,NaN,40,41,45,hit,899.138975143433,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
178,6,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,hit,830.078029632568,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
179,6,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,543.632888793945,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
180,6,1,1,[1 3 4 6],1,23,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,1,23,1,2,2,240,0.5,10,11,16,hit,349.316263198853,hit,533.270597457886,82,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
181,7,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,4,26,0,NaN,NaN,NaN,NaN,60,61,65,hit,766.718149185181,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
182,7,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,1,23,1,2,2,432,0.9,10,11,16,hit,760.943984985352,hit,507.9749584198,82,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
183,7,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,4,26,0,NaN,NaN,NaN,NaN,60,61,66,hit,657.092332839966,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
184,7,1,2,[1 3 4 6],2,20,865,1802.08333333333,NaN,864,1.8,960,2,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,794.635963439941,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
185,7,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,473.59037399292,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
186,7,1,5,[1 4],1,23,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,537.131023406982,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
187,7,2,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,528,1.1,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,525.263452529908,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
188,7,1,5,[1 4],1,23,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,482.087135314941,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
189,7,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,1,1,23,1,1,1,336,0.7,10,11,15,hit,658.487749099731,hit,687.505292892456,81,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
190,7,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,562.833023071289,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
191,7,1,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,995.728254318237,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
192,7,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,836.816120147705,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
193,7,1,1,[1 3 4 6],1,23,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,708.159017562866,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
194,7,1,4,[1 2 4 5],2,20,721,1502.08333333333,NaN,720,1.5,960,2,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,723.405838012695,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
195,7,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,1,4,26,0,NaN,NaN,NaN,NaN,60,61,65,hit,465.518522262573,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
196,7,1,3,[1 2 4 5],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,895.783472061157,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
197,7,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,574.409914016724,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
198,7,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,26,1,4,2,144,0.3,60,61,65,hit,769.358539581299,hit,629.517269134521,82,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
199,7,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,1,5,17,1,1,1,336,0.7,40,41,45,hit,1085.32819747925,hit,722.391653060913,81,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
200,7,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,605.686664581299,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
201,7,1,6,[1 4],2,20,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,2,4,26,0,NaN,NaN,NaN,NaN,60,61,66,hit,507.13791847229,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
202,7,1,3,[1 2 4 5],1,23,769,1602.08333333333,NaN,768,1.6,960,2,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,hit,1114.7274017334,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
203,7,1,5,[1 4],1,23,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,442.720317840576,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
204,7,1,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,753.402519226074,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
205,7,2,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,576,1.2,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,hit,741.025972366333,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
206,7,1,3,[1 2 4 5],1,23,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,984.22908782959,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
207,7,2,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,624,1.3,480,1,2,4,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,922.573947906494,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
208,7,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,503.361654281616,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
209,7,1,1,[1 3 4 6],1,23,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,485.99681854248,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
210,7,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,601.312112808228,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
211,8,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,864,1.8,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,400.49262046814,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
212,8,1,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,655.931425094604,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
213,8,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,1,23,1,1,1,240,0.5,50,51,55,hit,394.623279571533,hit,539.706707000732,81,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
214,8,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,5,17,1,2,2,576,1.2,40,41,46,hit,1010.28733253479,hit,605.35340309143,82,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
215,8,2,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,624,1.3,480,1,2,1,23,1,4,2,384,0.8,50,51,56,hit,539.672183990479,hit,546.50182723999,82,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
216,8,2,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,432,0.9,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,417.772579193115,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
217,8,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,4,26,0,NaN,NaN,NaN,NaN,40,41,45,hit,927.642250061035,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
218,8,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,403.313493728638,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
219,8,1,2,[1 3 4 6],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,26,1,2,2,336,0.7,20,21,25,hit,479.690408706665,hit,527.602243423462,82,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
220,8,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,916.974401473999,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
221,8,1,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,733.326435089111,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
222,8,1,6,[1 4],2,20,817,1702.08333333333,NaN,816,1.7,960,2,480,1,2,4,26,1,3,1,432,0.9,60,61,66,hit,544.894504547119,hit,659.689283370972,81,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
223,8,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,hit,666.569519042969,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
224,8,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,626.843643188477,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
225,8,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,2,4,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,1107.44981765747,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
226,8,2,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,576,1.2,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,806.028413772583,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
227,8,1,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,561.412191390991,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
228,8,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,456.781625747681,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
229,8,2,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,672,1.4,480,1,1,4,26,1,1,1,624,1.3,60,61,65,hit,708.076429367065,hit,691.086006164551,81,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
230,8,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,515.74854850769,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
231,8,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,675.850629806519,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
232,8,1,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,509.52353477478,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
233,8,1,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,2,2,20,1,3,1,144,0.3,30,31,36,hit,1253.68075370789,hit,568.676900863647,81,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
234,8,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,1,23,1,4,2,480,1,50,51,55,hit,428.018999099731,hit,673.149824142456,82,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
235,8,1,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,5,17,0,NaN,NaN,NaN,NaN,40,41,46,hit,720.690155029297,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
236,8,1,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,816,1.7,480,1,1,1,23,1,4,2,192,0.4,50,51,55,hit,338.716077804565,hit,557.940816879272,82,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
237,8,2,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,672,1.4,480,1,1,1,23,1,3,1,144,0.3,30,31,35,hit,652.957248687744,hit,661.062908172607,81,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
238,8,2,2,[1 3 4 6],2,20,817,1702.08333333333,NaN,816,1.7,672,1.4,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,434.380912780762,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
239,8,2,3,[1 2 4 5],1,23,961,2002.08333333333,NaN,960,2,432,0.9,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,hit,595.654106140137,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
240,8,1,4,[1 2 4 5],2,20,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,4,26,0,NaN,NaN,NaN,NaN,40,41,45,hit,1284.44170951843,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
241,9,1,6,[1 4],2,20,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,4,26,1,4,2,480,1,60,61,65,hit,933.72950553894,hit,544.023752212524,82,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
242,9,2,2,[1 3 4 6],2,20,961,2002.08333333333,NaN,960,2,384,0.8,480,1,2,4,26,0,NaN,NaN,NaN,NaN,20,21,26,hit,569.111061096191,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
243,9,1,4,[1 2 4 5],2,20,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,1,5,17,0,NaN,NaN,NaN,NaN,40,41,45,hit,865.058946609497,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
244,9,1,2,[1 3 4 6],2,20,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,26,0,NaN,NaN,NaN,NaN,20,21,25,hit,865.119743347168,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
245,9,1,4,[1 2 4 5],2,20,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,5,17,1,4,2,288,0.6,40,41,46,hit,699.353408813477,hit,578.436994552612,82,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
246,9,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,402.151918411255,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
247,9,1,5,[1 4],1,23,817,1702.08333333333,NaN,816,1.7,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,452.694463729858,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t,cue_left,3t
248,9,1,1,[1 3 4 6],1,23,769,1602.08333333333,NaN,768,1.6,960,2,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,492.211484909058,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
249,9,1,4,[1 2 4 5],2,20,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,4,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,711.975002288818,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_6t,cue_right,6t
250,9,2,2,[1 3 4 6],2,20,769,1602.08333333333,NaN,768,1.6,336,0.7,480,1,1,4,26,1,4,2,336,0.7,20,21,25,hit,513.231229782104,hit,483.282613754272,82,Pilot_Christian_VP97,blue,cue_right_3t3d,cue_right,3t_3d
251,9,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,2,20,0,NaN,NaN,NaN,NaN,30,31,36,miss,NaN,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
252,9,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,1,1,23,1,1,1,528,1.1,10,11,15,hit,405.91402053833,hit,715.957069396973,81,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
253,9,1,6,[1 4],2,20,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,4,26,0,NaN,NaN,NaN,NaN,60,61,66,hit,719.852018356323,noevent,NaN,,Pilot_Christian_VP97,blue,cue_right_3t,cue_right,3t
254,9,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,960,2,480,1,1,2,20,1,2,2,240,0.5,30,31,35,hit,707.569885253906,hit,511.627435684204,82,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
255,9,1,3,[1 2 4 5],1,23,769,1602.08333333333,NaN,768,1.6,960,2,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,hit,793.982172012329,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
256,9,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,761.827516555786,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
257,9,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,2,20,0,NaN,NaN,NaN,NaN,30,31,35,hit,1188.00139427185,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_6t,cue_left,6t
258,9,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,591.247224807739,noevent,NaN,,Pilot_Christian_VP97,blue,cue_left_3t3d,cue_left,3t_3d
